Irradiation,Temperature,Current,Voltage,Label
10,75,0.175837609,54.15593843,3
10,85,0.175413684,50.1,3
110,5,1.920999155,91.88263568,3
110,15,1.92893493,87.98079442,3
110,25,1.93586459,84.105,3
110,35,1.942515817,80.22088814,3
110,45,1.948081154,76.36062897,3
110,55,1.95241922,72.525,3
110,65,1.955779863,68.7,3
110,75,1.958248124,64.87912419,3
110,85,1.958658494,61.09532339,3
210,5,3.668600818,94.04637905,3
210,15,3.683690069,90.24,3
210,25,3.697515474,86.445,3
210,35,3.710718511,82.64499156,3
210,45,3.72188766,78.87,3
210,55,3.731214931,75.11181778,3
210,65,3.738808268,71.36478672,3
210,75,3.744150715,67.635,3
210,85,3.747390835,63.915,3
310,5,5.41476663,95.25401481,3
310,15,5.43772218,91.49177504,3
310,25,5.458337674,87.75,3
310,35,5.477830773,84.00682659,3
310,45,5.494962896,80.28,3
310,55,5.509129454,76.575,3
310,65,5.521043128,72.87830636,3
310,75,5.528895339,69.21,3
310,85,5.534197714,65.54586256,3
410,5,7.159625622,96.045,3
410,15,7.189770548,92.325,3
410,25,7.218105475,88.60992135,3
410,35,7.242745202,84.92084355,3
410,45,7.264922045,81.24,3
410,55,7.285371581,77.55775346,3
410,65,7.300982973,73.905,3
410,75,7.311892642,70.275,3
410,85,7.318454119,66.65932997,3
510,5,8.903379321,96.6,3
510,15,8.940947497,92.91,3
510,25,8.975290326,89.235,3
510,35,9.006164899,85.575,3
510,45,9.033980293,81.92383396,3
510,55,9.058124393,78.285,3
510,65,9.076896297,74.67,3
510,75,9.092765242,71.055,3
510,85,9.09945107,67.485,3
610,5,10.6459223,97.005,3
610,15,10.69029812,93.345,3
610,25,10.73033527,89.70399462,3
610,35,10.76718175,86.07,3
610,45,10.80105334,82.44,3
610,55,10.82960794,78.83000165,3
610,65,10.85235334,75.24,3
610,75,10.86951819,71.66463038,3
610,85,10.87813741,68.11882788,3
710,5,12.38543562,97.32,3
710,15,12.43727742,93.67923338,3
710,25,12.48379183,90.06,3
710,35,12.52704456,86.445,3
710,45,12.56526185,82.845,3
710,55,12.59567241,79.275,3
710,65,12.62247836,75.705,3
710,75,12.64024584,72.165,3
710,85,12.65067952,68.64,3
810,5,14.12299225,97.56,3
810,15,14.18093103,93.945,3
810,25,14.23377952,90.345,3
810,35,14.28365011,86.745,3
810,45,14.32532357,83.175,3
810,55,14.36071944,79.62,3
810,65,14.3893307,76.08,3
810,75,14.40856414,72.56503734,3
810,85,14.42053882,69.06,3
910,5,15.85898619,97.74,3
910,15,15.92419865,94.14,3
910,25,15.98377148,90.555,3
910,35,16.03732129,86.985,3
910,45,16.08153452,83.445,3
910,55,16.12158489,79.905,3
910,65,16.15416436,76.38,3
910,75,16.17530709,72.885,3
910,85,16.1872218,69.405,3
1010,5,17.59300863,97.875,3
1010,15,17.66519485,94.29,3
1010,25,17.72825195,90.735,3
1010,35,17.78618519,87.18644952,3
1010,45,17.83712593,83.65198593,3
1010,55,17.88094426,80.13,3
1010,65,17.91139976,76.64503734,3
1010,75,17.93491348,73.16503734,3
1010,85,17.94709969,69.705,3
1110,5,19.32673511,97.965,3
1110,15,19.40075182,94.41880299,3
1110,25,19.47135771,90.87,3
1110,35,19.53266113,87.345,3
1110,45,19.58947325,83.82,3
1110,55,19.63438102,80.325,3
1110,65,19.66626199,76.86,3
1110,75,19.69185896,73.395,3
1110,85,19.69814222,69.975,3
10,5,0.17435127,41.58,3
10,15,0.174937437,39.48,3
10,25,0.175406211,37.395,3
10,35,0.175818582,35.31,3
10,45,0.176093392,33.24,3
10,55,0.176270006,31.17505043,3
10,65,0.17625054,29.13,3
10,75,0.176075384,27.09420781,3
10,85,0.175638885,25.08,3
110,5,1.924421195,45.96,3
110,15,1.932116285,44.01,3
110,25,1.939402177,42.06,3
110,35,1.945543018,40.125,3
110,45,1.9511835,38.19,3
110,55,1.955504577,36.27,3
110,65,1.958359244,34.365,3
110,75,1.961088431,32.45005043,3
110,85,1.961538631,30.56005043,3
210,5,3.675505249,47.04,3
210,15,3.690374969,45.135,3
210,25,3.704484604,43.23,3
210,35,3.717365799,41.33001867,3
210,45,3.728470649,39.44001867,3
210,55,3.7376407,37.56,3
210,65,3.744689606,35.69005043,3
210,75,3.749431028,33.83005043,3
210,85,3.752809955,31.97005043,3
310,5,5.425565623,47.64,3
310,15,5.447278338,45.765,3
310,25,5.46786121,43.89,3
310,35,5.487288099,42.015,3
310,45,5.502794017,40.16001867,3
310,55,5.517558806,38.30001867,3
310,65,5.529385571,36.45,3
310,75,5.536409424,34.62,3
310,85,5.541452014,32.79,3
410,5,7.174869232,48.03,3
410,15,7.204378389,46.17,3
410,25,7.230038019,44.325,3
410,35,7.256607214,42.465,3
410,45,7.278144837,40.62501867,3
410,55,7.295999988,38.79501867,3
410,65,7.311829215,36.96501867,3
410,75,7.322465868,35.15005043,3
410,85,7.32849725,33.345,3
510,5,8.921071347,48.315,3
510,15,8.957795078,46.47,3
510,25,8.992805507,44.625,3
510,35,9.022920237,42.795,3
510,45,9.049878017,40.97001867,3
510,55,9.072336973,39.15501867,3
510,65,9.089919431,37.35,3
510,75,9.106034921,35.54005043,3
510,85,9.112776035,33.75505043,3
610,5,10.66554036,48.525,3
610,15,10.70884143,46.695,3
610,25,10.75007835,44.865,3
610,35,10.78545911,43.05,3
610,45,10.81838166,41.235,3
610,55,10.84742787,39.42501867,3
610,65,10.86661798,37.64001867,3
610,75,10.88394806,35.85,3
610,85,10.8915906,34.08,3
710,5,12.41153008,48.67010087,3
710,15,12.45953141,46.86,3
710,25,12.50632101,45.045,3
710,35,12.55060906,43.23,3
710,45,12.58630572,41.43501867,3
710,55,12.61732962,39.645,3
710,65,12.64172403,37.86501867,3
710,75,12.65897931,36.09501867,3
710,85,12.66852148,34.335,3
810,5,14.15111917,48.79600577,3
810,15,14.21030285,46.98,3
810,25,14.26193971,45.18,3
810,35,14.30567819,43.395,3
810,45,14.34943396,41.60001867,3
810,55,14.3828191,39.825,3
810,65,14.41423808,38.04501867,3
810,75,14.42807413,36.3,3
810,85,14.43889614,34.55005043,3
910,5,15.89097607,48.885,3
910,15,15.95472081,47.085,3
910,25,16.01017576,45.3,3
910,35,16.06216608,43.515,3
910,45,16.1087115,41.73501867,3
910,55,16.14954695,39.96,3
910,65,16.1758922,38.21001867,3
910,75,16.19956137,36.45501867,3
910,85,16.21148787,34.71505043,3
1010,5,17.6312649,48.945,3
1010,15,17.69912993,47.16,3
1010,25,17.7635016,45.375,3
1010,35,17.81822541,43.605,3
1010,45,17.86887063,41.835,3
1010,55,17.90871504,40.08,3
1010,65,17.94148809,38.33001867,3
1010,75,17.95951135,36.6,3
1010,85,17.96643272,34.88005043,3
1110,5,19.36288255,49.005,3
1110,15,19.43989939,47.22,3
1110,25,19.50692557,45.45,3
1110,35,19.5698472,43.68,3
1110,45,19.62162534,41.925,3
1110,55,19.66131233,40.185,3
1110,65,19.70068657,38.43501867,3
1110,75,19.71632484,36.72,3
1110,85,19.7280275,35.00005043,3
10,5,0.173761688,124.6279243,3
10,15,0.174343855,118.32,3
10,25,0.174859026,112.005,3
10,35,0.175234163,105.7186118,3
10,45,0.175511564,99.42,3
10,55,0.175619321,93.135,3
10,65,0.175514645,86.865,3
10,75,0.175199917,80.58558847,3
10,85,0.174594328,74.31,3
110,5,1.917057299,137.7776357,3
110,15,1.925083823,131.91,3
110,25,1.932272205,126.06,3
110,35,1.938774551,120.21,3
110,45,1.944215859,114.375,3
110,55,1.948399967,108.555,3
110,65,1.951652266,102.72,3
110,75,1.953169927,96.9,3
110,85,1.952915253,91.08,3
210,5,3.660803964,141.03,3
210,15,3.676271121,135.3,3
210,25,3.690711716,129.57,3
210,35,3.703525687,123.855,3
210,45,3.714796015,118.1439598,3
210,55,3.723756713,112.45173,3
210,65,3.731035045,106.7481963,3
210,75,3.735489706,101.055,3
210,85,3.736640868,95.37,3
310,5,5.403398223,142.8352698,3
310,15,5.426815318,137.175,3
310,25,5.447971575,131.535,3
310,35,5.467422517,125.895,3
310,45,5.484213037,120.27,3
310,55,5.49861117,114.645,3
310,65,5.509416243,109.035,3
310,75,5.51675175,103.425,3
310,85,5.519932189,97.815,3
410,5,7.144829206,144.015,3
410,15,7.175519573,138.42,3
410,25,7.203785369,132.8352705,3
410,35,7.229333957,127.26,3
410,45,7.251697704,121.695,3
410,55,7.270987285,116.13,3
410,65,7.285654069,110.58,3
410,75,7.295884349,105.03,3
410,85,7.301913836,99.465,3
510,5,8.885334539,144.84,3
510,15,8.922647953,139.305,3
510,25,8.957599118,133.77,3
510,35,8.989866771,128.235,3
510,45,9.017936198,122.715,3
510,55,9.041118094,117.21,3
510,65,9.059775536,111.705,3
510,75,9.073056655,106.2,3
510,85,9.079919273,100.695,3
610,5,10.62368893,145.455,3
610,15,10.66773842,139.965,3
610,25,10.71014798,134.46,3
610,35,10.74695275,128.985,3
610,45,10.78124796,123.495,3
610,55,10.80847029,118.035,3
610,65,10.83174888,112.56,3
610,75,10.84726645,107.1,3
610,85,10.85528754,101.6388613,3
710,5,12.3600932,145.92,3
710,15,12.41147172,140.46,3
710,25,12.45960591,135,3
710,35,12.50261479,129.555,3
710,45,12.54071072,124.1153573,3
710,55,12.57320146,118.68,3
710,65,12.5989299,113.2504411,3
710,75,12.61743034,107.82,3
710,85,12.6271446,102.39,3
810,5,14.09397784,146.28,3
810,15,14.15374426,140.835,3
810,25,14.2075326,135.4131406,3
810,35,14.25556909,130.005,3
810,45,14.29936538,124.59,3
810,55,14.33557298,119.19,3
810,65,14.36477966,113.79,3
810,75,14.38368554,108.405,3
810,85,14.39456412,103.005,3
910,5,15.82628329,146.55,3
910,15,15.89266584,141.135,3
910,25,15.95151552,135.75,3
910,35,16.00550612,130.365,3
910,45,16.05390876,124.98,3
910,55,16.09377488,119.61,3
910,65,16.12575554,114.24,3
910,75,16.14614941,108.885,3
910,85,16.15748534,103.515,3
1010,5,17.55749933,146.745,3
1010,15,17.63003892,141.36,3
1010,25,17.69474566,136.0006644,3
1010,35,17.75491979,130.635,3
1010,45,17.80532287,125.295,3
1010,55,17.85002992,119.9429143,3
1010,65,17.88231213,114.615,3
1010,75,17.90590933,109.275,3
1010,85,17.91700256,103.935,3
1110,5,19.28562108,146.895,3
1110,15,19.36375174,141.54,3
1110,25,19.43472096,136.2,3
1110,35,19.49980939,130.86,3
1110,45,19.5534548,125.55,3
1110,55,19.60119991,120.225,3
1110,65,19.63678289,114.915,3
1110,75,19.66069598,109.605,3
1110,85,19.67068899,104.295,3
10,5,0.174065798,83.13798926,3
10,15,0.174654357,78.945,3
10,25,0.175162271,74.76523312,3
10,35,0.175593577,70.59388494,3
10,45,0.175890564,66.45,3
10,55,0.176057976,62.325,3
10,65,0.176042112,58.23,3
10,75,0.175856906,54.15,3
10,85,0.175413683,50.1,3
110,5,1.920876756,91.88848632,3
110,15,1.928868792,87.98381441,3
110,25,1.93586459,84.105,3
110,35,1.942537289,80.22,3
110,45,1.94796975,76.365,3
110,55,1.95241922,72.525,3
110,65,1.955779862,68.7,3
110,75,1.957947464,64.88908211,3
110,85,1.958668869,61.095,3
210,5,3.668591983,94.04660588,3
210,15,3.683690069,90.24,3
210,25,3.697610617,86.4427784,3
210,35,3.710662111,82.64624871,3
210,45,3.721887661,78.87,3
210,55,3.731345921,75.1091818,3
210,65,3.739184774,71.35759904,3
210,75,3.744150715,67.635,3
210,85,3.747390835,63.915,3
310,5,5.414567497,95.25751585,3
310,15,5.437233264,91.5,3
310,25,5.458337674,87.75,3
310,35,5.477297679,84.015,3
310,45,5.494962898,80.28,3
310,55,5.509129306,76.575,3
310,65,5.520536065,72.885,3
310,75,5.528895339,69.21,3
310,85,5.534459213,65.54276384,3
410,5,7.159625622,96.045,3
410,15,7.190377294,92.31720647,3
410,25,7.21728437,88.62,3
410,35,7.24324375,84.915,3
410,45,7.264922044,81.24,3
410,55,7.284691187,77.565,3
410,65,7.300982974,73.905,3
410,75,7.311892642,70.275,3
410,85,7.318918534,66.65510087,3
510,5,8.903379319,96.6,3
510,15,8.941325662,92.90606609,3
510,25,8.975290326,89.235,3
510,35,9.006183611,85.57482232,3
510,45,9.033875353,81.92478484,3
510,55,9.058124391,78.285,3
510,65,9.076896311,74.67,3
510,75,9.092765241,71.055,3
510,85,9.099451071,67.485,3
610,5,10.6459223,97.005,3
610,15,10.69029812,93.345,3
610,25,10.73037792,89.70363821,3
610,35,10.76718176,86.07,3
610,45,10.80105335,82.44,3
610,55,10.8282347,78.84,3
610,65,10.85220711,75.24101471,3
610,75,10.86870439,71.67,3
610,85,10.87741033,68.12337993,3
710,5,12.38543562,97.32,3
710,15,12.43584835,93.69,3
710,25,12.48379183,90.06,3
710,35,12.52704456,86.445,3
710,45,12.56319845,82.85860654,3
710,55,12.59722628,79.26522178,3
710,65,12.62330539,75.70003734,3
710,75,12.64024584,72.165,3
710,85,12.65158301,68.63510087,3
810,5,14.12299226,97.56,3
810,15,14.18220158,93.93658024,3
810,25,14.23377952,90.345,3
810,35,14.28365011,86.745,3
810,45,14.32532357,83.175,3
810,55,14.36071944,79.62,3
810,65,14.3902692,76.07503734,3
810,75,14.40856414,72.56503734,3
810,85,14.41967492,69.06413438,3
910,5,15.85898619,97.74,3
910,15,15.92419865,94.14,3
910,25,15.9837715,90.555,3
910,35,16.03732129,86.985,3
910,45,16.08346147,83.43500415,3
910,55,16.1215849,79.905,3
910,65,16.15416436,76.38,3
910,75,16.17530709,72.885,3
910,85,16.18486718,69.41510087,3
1010,5,17.59300863,97.875,3
1010,15,17.66519487,94.29,3
1010,25,17.72825195,90.735,3
1010,35,17.78728009,87.18108182,3
1010,45,17.83648305,83.655,3
1010,55,17.88094427,80.13,3
1010,65,17.91086145,76.64733842,3
1010,75,17.93737556,73.155,3
1010,85,17.94709997,69.705,3
1110,5,19.32638391,97.9667817,3
1110,15,19.4010043,94.41757569,3
1110,25,19.47135771,90.87,3
1110,35,19.53266113,87.345,3
1110,45,19.58947325,83.82,3
1110,55,19.63438104,80.325,3
1110,65,19.66626202,76.86,3
1110,75,19.69185896,73.395,3
1110,85,19.70075741,69.965712,3
10,5,0.174393087,41.57001867,3
10,15,0.174937437,39.48,3
10,25,0.175406211,37.395,3
10,35,0.175818582,35.31,3
10,45,0.176146064,33.23005043,3
10,55,0.176298515,31.17,3
10,65,0.176224736,29.13425634,3
10,75,0.176102721,27.09,3
10,85,0.175638885,25.08,3
110,5,1.924421195,45.96,3
110,15,1.932116285,44.01,3
110,25,1.939402177,42.06,3
110,35,1.945543018,40.125,3
110,45,1.9511835,38.19,3
110,55,1.955233975,36.27501867,3
110,65,1.958926811,34.35505043,3
110,75,1.961088431,32.45005043,3
110,85,1.961538631,30.56005043,3
210,5,3.675505249,47.04,3
210,15,3.690374969,45.135,3
210,25,3.704484604,43.23,3
210,35,3.717365799,41.33001867,3
210,45,3.728470649,39.44001867,3
210,55,3.737142163,37.56501867,3
210,65,3.74364509,35.7,3
210,75,3.749431028,33.83005043,3
210,85,3.752809955,31.97005043,3
310,5,5.425565623,47.64,3
310,15,5.447278338,45.765,3
310,25,5.46786121,43.89,3
310,35,5.487288099,42.015,3
310,45,5.502794017,40.16001867,3
310,55,5.517558806,38.30001867,3
310,65,5.529385571,36.45,3
310,75,5.536409424,34.62,3
310,85,5.540597125,32.79505043,3
410,5,7.173358928,48.04010087,3
410,15,7.204378389,46.17,3
410,25,7.230038019,44.325,3
410,35,7.256607214,42.465,3
410,45,7.278144837,40.62501867,3
410,55,7.296943581,38.79,3
410,65,7.312820175,36.96,3
410,75,7.323517111,35.145,3
410,85,7.32738542,33.35005043,3
510,5,8.921976325,48.31010087,3
510,15,8.957795078,46.47,3
510,25,8.992805507,44.625,3
510,35,9.022920237,42.795,3
510,45,9.050984458,40.965,3
510,55,9.073499169,39.15,3
510,65,9.092349784,37.34001867,3
510,75,9.106034921,35.54005043,3
510,85,9.112776035,33.75505043,3
610,5,10.66554036,48.525,3
610,15,10.70884143,46.695,3
610,25,10.75007835,44.865,3
610,35,10.78545911,43.05,3
610,45,10.81838166,41.235,3
610,55,10.84742787,39.42501867,3
610,65,10.86661798,37.64001867,3
610,75,10.88241324,35.85505043,3
610,85,10.89477134,34.07005043,3
710,5,12.41153007,48.67010087,3
710,15,12.45953141,46.86,3
710,25,12.50632101,45.045,3
710,35,12.55060906,43.23,3
710,45,12.58327225,41.445,3
710,55,12.61573251,39.65001867,3
710,65,12.64339784,37.86,3
710,75,12.65897931,36.09501867,3
710,85,12.66665496,34.34005043,3
810,5,14.15141151,48.795,3
810,15,14.21030285,46.98,3
810,25,14.26193971,45.18,3
810,35,14.30567819,43.395,3
810,45,14.34943396,41.60001867,3
810,55,14.38642188,39.81501867,3
810,65,14.41423808,38.04501867,3
810,75,14.43204575,36.29001867,3
810,85,14.43889614,34.55005043,3
910,5,15.89097607,48.885,3
910,15,15.95472081,47.085,3
910,25,16.01017576,45.3,3
910,35,16.06216608,43.515,3
910,45,16.11064901,41.73,3
910,55,16.14752035,39.96501867,3
910,65,16.1758922,38.21001867,3
910,75,16.19956137,36.45501867,3
910,85,16.20684627,34.725,3
1010,5,17.62762403,48.95510087,3
1010,15,17.69912993,47.16,3
1010,25,17.7635016,45.375,3
1010,35,17.81822541,43.605,3
1010,45,17.86672832,41.84001867,3
1010,55,17.90647183,40.08501867,3
1010,65,17.94148809,38.33001867,3
1010,75,17.95951135,36.6,3
1010,85,17.96643272,34.88005043,3
1110,5,19.36482225,49.00010087,3
1110,15,19.43989939,47.22,3
1110,25,19.50692558,45.45,3
1110,35,19.5698472,43.68,3
1110,45,19.62162535,41.925,3
1110,55,19.66131233,40.185,3
1110,65,19.69557318,38.445,3
1110,75,19.71632484,36.72,3
1110,85,19.7280275,35.00005043,3
